id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,Unnamed: 29,sentiment_label
11,1.65E+18,https://twitter.com/kantahkotapku/statuses/1646857552704192512,https://twitter.com/kantahkotapku/statuses/1646857552704192512,kantahkotapku,"#Reposted from @kementerian.atrbpn   Halo #SobATRBPN, simak bersama yuk! Kegiatan Wakil Menteri ATR/Wakil Kepala BPN, Raja Juli Antoni saat melakukan kunjungan kerja di Ibu Kota Negara Nusantara, Kalimantan Timur.  Selengkapnya di : https://t.co/SsF22LKgB1 https://t.co/M8dYlngnYb","#Reposted from @kementerian.atrbpn   Halo #SobATRBPN, simak bersama yuk! Kegiatan Wakil Menteri ATR/Wakil Kepala BPN, Raja Juli Antoni saat melakukan kunjungan kerja di Ibu Kota Negara Nusantara, Kalimantan Timur.  Selengkapnya di : https://t.co/SsF22LKgB1 https://t.co/M8dYlngnYb",04/14/2023 08:46,Twitter Web App,0,0,in,,original,,0,0,,0,0,1.10E+18,https://pbs.twimg.com/profile_images/1282986427442057221/ajALyH9k_normal.jpg,4169,304,567,02/15/2019 00:36,Kantah Kota Pekanbaru,,,,Neutral
12,1.65E+18,https://twitter.com/mang_ib/statuses/1646845356624457728,https://twitter.com/mang_ib/statuses/1646845356624457728,mang_ib,"Rapat tersebut membahas progres pembangunan hunian bagi para aparatur sipil negara (ASN), TNI, dan Polri di Ibu Kota Nusantara (IKN).  Menteri Perencanaan Pembangunan Nasional (PPN)/Kepala Bappenas Suharso Monoarfa dalam keterangannya usai rapat mengatakan bahwa saat ini progres https://t.co/HHNpcdaPHV","Rapat tersebut membahas progres pembangunan hunian bagi para aparatur sipil negara (ASN), TNI, dan Polri di Ibu Kota Nusantara (IKN).  Menteri Perencanaan Pembangunan Nasional (PPN)/Kepala Bappenas Suharso Monoarfa dalam keterangannya usai rapat mengatakan bahwa saat ini progres https://t.co/HHNpcdaPHV",04/14/2023 07:58,Twitter for Android,0,0,in,,reply,mang_ib,3672722779,1.65E+18,,0,0,3672722779,https://pbs.twimg.com/profile_images/1583772779228581888/n02MAN1N_normal.jpg,71770,2733,1929,09/24/2015 13:41,Merakyat itu asyik ||  JOKOWI 2024,"Cirebon Barat, Indonesia",,,Positive
13,1.65E+18,https://twitter.com/Poldakaltim/statuses/1646823586316025857,https://twitter.com/Poldakaltim/statuses/1646823586316025857,Poldakaltim,"https://t.co/euhH1TPdjM,- PPU – Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan patroli sambang kamtibmas serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/jVNFw6xJLC","https://t.co/euhH1TPdjM,- PPU – Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan patroli sambang kamtibmas serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/jVNFw6xJLC",04/14/2023 06:31,Twitter for Android,0,0,in,,original,,0,0,,0,0,226140504,https://pbs.twimg.com/profile_images/1478194589265584129/12F2lcyp_normal.jpg,31768,150,17252,12/13/2010 07:22,"Polisi Daerah Kalimantan Timur - Jalan Syarifudin Yoes No 99, 76115.","Balikpapan, Indonesia",1,,Neutral
14,1.65E+18,https://twitter.com/kantahkotjaksel/statuses/1646808920827236357,https://twitter.com/kantahkotjaksel/statuses/1646808920827236357,kantahkotjaksel,"Halo #SobATRBPN, simak bersama yuk! Kegiatan Wakil Menteri ATR/Wakil Kepala BPN, @RajaJuliAntoni  saat melakukan kunjungan kerja di Ibu Kota Negara Nusantara, Kalimantan Timur.  Nah, Wamen ATR/Waka BPN berkesempatan mengunjungi sejumlah titik pembangunan di IKN Nusantara. https://t.co/nUxymTt7WW","Halo #SobATRBPN, simak bersama yuk! Kegiatan Wakil Menteri ATR/Wakil Kepala BPN, @RajaJuliAntoni  saat melakukan kunjungan kerja di Ibu Kota Negara Nusantara, Kalimantan Timur.  Nah, Wamen ATR/Waka BPN berkesempatan mengunjungi sejumlah titik pembangunan di IKN Nusantara. https://t.co/nUxymTt7WW",04/14/2023 05:33,Twitter Web App,1,0,in,,original,,0,0,,0,0,2906614093,https://pbs.twimg.com/profile_images/1622882355550785537/TUtzCyXF_normal.jpg,3890,432,2825,11/21/2014 22:09,"Akun Resmi Kantah Kota Jakarta Selatan  Melayani, Profesional Terpercaya  WA Info 081211112409",Jl Raya Tanjung Barat No 1,,,Positive
15,1.65E+18,https://twitter.com/detik_sulsel/statuses/1646808789675565058,https://twitter.com/detik_sulsel/statuses/1646808789675565058,detik_sulsel,Menko Polhukam Mahfud MD memperingati Nuzulul Qur\'an di Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur (Kaltim).  https://t.co/pkCPTPtdr4,Menko Polhukam Mahfud MD memperingati Nuzulul Qur\'an di Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur (Kaltim).  https://t.co/pkCPTPtdr4,04/14/2023 05:33,Twitter Web App,0,0,in,,original,,0,0,,0,0,1.48E+18,https://pbs.twimg.com/profile_images/1529004600581271552/IEUrn3Wg_normal.jpg,24038,27,277,01/04/2022 04:02,Baca maki\' berita seputar Sulawesi Selatan disini https://t.co/joF20H4c63,,,,Positive
16,1.65E+18,https://twitter.com/kanwilbpnkaltim/statuses/1646804258728345600,https://twitter.com/kanwilbpnkaltim/statuses/1646804258728345600,kanwilbpnkaltim,"Halo #SobATRBPN, simak bersama yuk! Kegiatan Wakil Menteri ATR/Wakil Kepala BPN, Raja Juli Antoni saat melakukan kunjungan kerja di Ibu Kota Negara Nusantara, Kalimantan Timur.  Selengkapnya di https://t.co/4UOt0VRhaT","Halo #SobATRBPN, simak bersama yuk! Kegiatan Wakil Menteri ATR/Wakil Kepala BPN, Raja Juli Antoni saat melakukan kunjungan kerja di Ibu Kota Negara Nusantara, Kalimantan Timur.  Selengkapnya di https://t.co/4UOt0VRhaT",04/14/2023 05:15,Twitter for Android,0,0,in,,original,,0,0,,0,0,9.77E+17,https://pbs.twimg.com/profile_images/1279231054230896640/gBMEZEOK_normal.jpg,3367,136,305,03/23/2018 03:15,Akun Resmi Kanwil BPN Prov. Kaltim Alamat : Jl. M. Yamin No. 14 Samarinda 75123 Whatsapp : https://t.co/kFvnuiZlV7 Telepon : 0541-741526 Email : kaltim@atrbp,"Kalimantan Timur, Indonesia",,,Positive
17,1.65E+18,https://twitter.com/alfisahdinardi/statuses/1646800664306266113,https://twitter.com/alfisahdinardi/statuses/1646800664306266113,alfisahdinardi,"Airlangga mengaku dalam pertemuan itu ia dan Prabowo Subianto membahas sejumlah isu, mulai dari pangan hingga pertahanan di Ibu Kota Negara (IKN) Nusantara. #PrabowoMenyapa #IkutPakde","Airlangga mengaku dalam pertemuan itu ia dan Prabowo Subianto membahas sejumlah isu, mulai dari pangan hingga pertahanan di Ibu Kota Negara (IKN) Nusantara. #PrabowoMenyapa #IkutPakde",04/14/2023 05:00,Twitter Web App,0,0,in,,reply,alfisahdinardi,1.61E+18,1.65E+18,,0,0,1.61E+18,https://pbs.twimg.com/profile_images/1641339642384646145/4-4pk2SQ_normal.jpg,14636,128,70,01/16/2023 00:18,,,,,Positive
18,1.65E+18,https://twitter.com/MessyHairByF/statuses/1646793814328377344,https://twitter.com/MessyHairByF/statuses/1646793814328377344,MessyHairByF,"Sejumlah hal krusial dibahas keduanya. ""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto","Sejumlah hal krusial dibahas keduanya. ""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto",04/14/2023 04:33,Twitter Web App,0,0,in,,reply,MessyHairByF,1.60E+18,1.65E+18,,0,0,1.60E+18,https://pbs.twimg.com/profile_images/1600408754754756609/N9kiE7iL_normal.jpg,11994,64,56,12/07/2022 03:34,mind your own mind,,,,Positive
19,1.65E+18,https://twitter.com/adaapaaja21/statuses/1646793473377570817,https://twitter.com/adaapaaja21/statuses/1646793473377570817,adaapaaja21,"""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto","""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto",04/14/2023 04:32,Twitter Web App,0,0,in,,reply,adaapaaja21,1.56E+18,1.65E+18,,0,0,1.56E+18,https://pbs.twimg.com/profile_images/1643506489632636930/YqavSzZv_normal.jpg,11613,70,49,08/28/2022 01:56,Stay cool #IkutPakde,,,,Positive
20,1.65E+18,https://twitter.com/eveertth/statuses/1646790422906408960,https://twitter.com/eveertth/statuses/1646790422906408960,eveertth,RT @setkabgoid: Presiden @jokowi memimpin Rapat Terbatas mengenai Progres Pembangunan Hunian Aparatur Sipil Negara (ASN) di Ibu Kota Nusant…,"Presiden @jokowi memimpin Rapat Terbatas mengenai Progres Pembangunan Hunian Aparatur Sipil Negara (ASN) di Ibu Kota Nusantara (IKN), Rabu (12/03/2023), di Istana Merdeka, Jakarta. Seskab @pramonoanung turut mendampingi Presiden.  #SidangKabinet Foto: Humas Setkab/Rahmat https://t.co/JJgPG47uSC",04/14/2023 04:20,Twitter Web App,0,4,in,,retweet,,0,0,setkabgoid,260686783,1.65E+18,1.48E+18,https://pbs.twimg.com/profile_images/1568659820768821249/_G1L4csC_normal.jpg,1528,147,9,01/18/2022 09:54,Berbagi Informasi. Semoga Berkenan dan Jadi Berkat.,"Jayapura, Papua",,,Positive
21,1.65E+18,https://twitter.com/Granny_2277/statuses/1646788873429864448,https://twitter.com/Granny_2277/statuses/1646788873429864448,Granny_2277,"Sejumlah hal krusial dibahas keduanya. ""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto","Sejumlah hal krusial dibahas keduanya. ""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto",04/14/2023 04:13,Twitter Web App,0,0,in,,reply,Granny_2277,1.62E+18,1.65E+18,,0,0,1.62E+18,https://pbs.twimg.com/profile_images/1623545325427519489/tzvsOqFz_normal.jpg,11892,60,55,02/08/2023 23:41,,,,,Positive
22,1.65E+18,https://twitter.com/harrispradana_/statuses/1646782459089125376,https://twitter.com/harrispradana_/statuses/1646782459089125376,harrispradana_,"pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto","pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto",04/14/2023 03:48,Twitter Web App,0,0,in,,reply,harrispradana_,1.61E+18,1.65E+18,,0,0,1.61E+18,https://pbs.twimg.com/profile_images/1614842412408668160/ve55jlwC_normal.jpg,15443,94,55,01/15/2023 08:16,Long time no see~,,,,Positive
23,1.65E+18,https://twitter.com/Harumiii_kn/statuses/1646781766420791296,https://twitter.com/Harumiii_kn/statuses/1646781766420791296,Harumiii_kn,"Sejumlah hal krusial dibahas keduanya. ""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto","Sejumlah hal krusial dibahas keduanya. ""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoMenyapa #IkutPakde Prabowo Subianto",04/14/2023 03:45,Twitter Web App,0,0,in,,reply,Harumiii_kn,1.62E+18,1.65E+18,,0,0,1.62E+18,https://pbs.twimg.com/profile_images/1623552493233000449/dFNMJqLC_normal.jpg,12000,91,79,02/08/2023 23:19,#IkutPakde,,,,Positive
24,1.65E+18,https://twitter.com/Muhamma48288841/statuses/1646781662343368704,https://twitter.com/Muhamma48288841/statuses/1646781662343368704,Muhamma48288841,"""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoUnggul #IkutPakde Prabowo Subianto","""Kami membahas sejumlah hal krusial mulai dari masalah pangan, pengembangan perekonomian dan pertahanan di Ibu Kota Negara Nusantara,"" ujarnya. #PrabowoUnggul #IkutPakde Prabowo Subianto",04/14/2023 03:45,Twitter Web App,0,0,in,,reply,Muhamma48288841,1.60E+18,1.65E+18,,0,0,1.60E+18,https://pbs.twimg.com/profile_images/1643523006671749125/-jdTYeS2_normal.jpg,11172,48,30,12/01/2022 06:19,if your feet hurt force to step #IkutPakde,,,,Positive
25,1.65E+18,https://twitter.com/RyanBakkaru/statuses/1646756938523488256,https://twitter.com/RyanBakkaru/statuses/1646756938523488256,RyanBakkaru,"RT @detikcom: Sebanyak 2.500 Aparatur Sipil Negara (ASN) akan mulai dipindah secara bertahap ke Ibu Kota Negara (IKN) Nusantara, Kalimantan…","Sebanyak 2.500 Aparatur Sipil Negara (ASN) akan mulai dipindah secara bertahap ke Ibu Kota Negara (IKN) Nusantara, Kalimantan Timur (Kaltim) tahun 2024. #ASN #IKN  Via: @detik_sulsel  https://t.co/ckujwYoIRT",04/14/2023 02:07,Twitter for Android,0,4,in,,retweet,,0,0,detikcom,69183155,1.65E+18,346396818,https://pbs.twimg.com/profile_images/1628222852708335621/C1MCx39P_normal.jpg,60094,22,0,08/01/2011 01:56,"Qua alius men es angustus per morality vel lex. Memor, panton est licitus. Nos opus in atrum ut servo lux lucis. Nos es assassinos.",Bekas Ibukota Jakarta,,,Negative
26,1.65E+18,https://twitter.com/Bisniscom/statuses/1646743377160052736,https://twitter.com/Bisniscom/statuses/1646743377160052736,Bisniscom,"Pemerintah melalui Lembaga Manajemen Aset Negara (LMAN) membayar ganti rugi pengadaan lahan pembangunan Ibu Kota Negara (IKN) Nusantara senilai Rp17,3 miliar. https://t.co/AOZxWmV0OC","Pemerintah melalui Lembaga Manajemen Aset Negara (LMAN) membayar ganti rugi pengadaan lahan pembangunan Ibu Kota Negara (IKN) Nusantara senilai Rp17,3 miliar. https://t.co/AOZxWmV0OC",04/14/2023 01:13,dlvr.it,5,1,in,,original,,0,0,,0,0,118646322,https://pbs.twimg.com/profile_images/1598573955513692160/leorpOyo_normal.jpg,1457473,62,1150214,03/01/2010 04:56,"Akun resmi https://t.co/v4FxOxsw5z. Kami menyajikan berita, analisis, serta navigasi bisnis dan investasi tepercaya.","Jakarta, Indonesia",1,,Neutral
27,1.65E+18,https://twitter.com/Ockysaputraa/statuses/1646740616989274119,https://twitter.com/Ockysaputraa/statuses/1646740616989274119,Ockysaputraa,"RT @detikcom: Sebanyak 2.500 Aparatur Sipil Negara (ASN) akan mulai dipindah secara bertahap ke Ibu Kota Negara (IKN) Nusantara, Kalimantan…","Sebanyak 2.500 Aparatur Sipil Negara (ASN) akan mulai dipindah secara bertahap ke Ibu Kota Negara (IKN) Nusantara, Kalimantan Timur (Kaltim) tahun 2024. #ASN #IKN  Via: @detik_sulsel  https://t.co/ckujwYoIRT",04/14/2023 01:02,Twitter for iPhone,0,4,in,,retweet,,0,0,detikcom,69183155,1.65E+18,387469628,https://pbs.twimg.com/profile_images/1533437206265679877/sPI6WQvF_normal.jpg,98838,318,3341,10/08/2011 23:43,Enjoyneering🤘,,,,Negative
28,1.65E+18,https://twitter.com/ikn_id/statuses/1646727896017534976,https://twitter.com/ikn_id/statuses/1646727896017534976,ikn_id,"“Malam hari ini kita berkumpul untuk satu catatan sejarah di ibu kota negara, Ibu Kota Nusantara. Catatan sejarah karena ini adalah pertama kali di ibu kota ini diadakan Nuzulul Quran,” kata Menkopolhukam dalam sambutannya.","“Malam hari ini kita berkumpul untuk satu catatan sejarah di ibu kota negara, Ibu Kota Nusantara. Catatan sejarah karena ini adalah pertama kali di ibu kota ini diadakan Nuzulul Quran,” kata Menkopolhukam dalam sambutannya.",04/14/2023 00:11,Twitter for Android,2,0,in,,reply,ikn_id,1.46E+18,1.65E+18,,0,0,1.46E+18,https://pbs.twimg.com/profile_images/1464951809701679105/ZjwWd5Nk_normal.jpg,1312,72,9786,11/02/2021 02:20,#MenujuIbuKotaNegara,,,,Positive
